titulo,datetime,duracao_min,genero_ano,sinopse,tem_imdb
Remendo,2025-04-22 16:10:00,25.0,Drama / 2023,"Zé é um homem negro de meia-idade que tem uma oficina de eletrodomésticos na periferia e está em busca de amor. Enquanto uma nova inquilina chega ao prédio de sua mãe, ele recorre a divindades para tentar resolver seus problemas amorosos e sua autoestima, enfrentando os traumas invisíveis do colonialismo para encontrar um novo tipo de liberdade.",True
Arte na Capa,2025-04-22 16:35:00,5.0,Music,"Os bastidores da criação, histórias e curiosidades de capas de discos brasileiros clássicas.",False
Fado Tropical,2025-04-22 16:40:00,95.0,Drama / 2019,"Após anos separados, os irmãos brasileiros Isabel e Antonio se reencontram na cidade de Lisboa. Agora, a dupla decide embarcar em uma viagem emocionante pelo país natal de seu pai, que faleceu recentemente.",True
Cantoras Portuguesas,2025-04-22 18:15:00,15.0,Entertainment,"Forte e autêntica, Simone de Oliveira comenta as vitórias da mulher portuguesa e do seu trabalho com Amália Rodrigues. Ela revela também não trocar a voz de cantora pela antiga voz de locutora que já teve.",False
Você,2025-04-22 18:30:00,15.0,Drama / 2024 / 5.4,"Por meio de uma conversa telefônica com a delegada, uma mãe revisita memórias sobre a convivência com o pai de sua filha enquanto elas discorrem sobre as ausências às quais ele foi condicionado.",True
Choque de Cultura,2025-04-22 18:45:00,15.0,Temporada 6 Episódio 7 - Brasil Contra o Resto do Mundo,"Neste embate do século, o cinema brasileiro enfrenta a sétima arte do resto do mundo em clima de mata-mata, cachorro invadindo o campo e apedrejamento de ônibus.",False
Mito e Música - A Mensagem de Fernando Pessoa,2025-04-22 19:00:00,95.0,Documentary / 2018,"O documentário aborda o projeto, que levou 30 anos para ser finalizado, sobre a gravação de 44 músicas criadas para cada poema de Mensagem, um dos livros mais emblemáticos de Fernando Pessoa.",True
Cantoras Portuguesas,2025-04-22 20:35:00,15.0,Entertainment,"Forte e autêntica, Simone de Oliveira comenta as vitórias da mulher portuguesa e do seu trabalho com Amália Rodrigues. Ela revela também não trocar a voz de cantora pela antiga voz de locutora que já teve.",False
A Bela América,2025-04-22 20:50:00,105.0,Comedy / 2023,"O cozinheiro Lucas entra na casa de América, estrela de televisão e candidata presidencial, para seduzi-la com refeições extraordinárias.",True
Cantoras Portuguesas,2025-04-22 22:35:00,20.0,Entertainment,"Forte e autêntica, Simone de Oliveira comenta as vitórias da mulher portuguesa e do seu trabalho com Amália Rodrigues. Ela revela também não trocar a voz de cantora pela antiga voz de locutora que já teve.",False
Greice,2025-04-22 22:55:00,-1330.0,Comedy drama / 2024,"Greice, uma jovem brasileira de 21 anos, estuda na Universidade de Belas Artes de Lisboa. Ela se envolve com o misterioso Afonso. E depois de uma festa de boas-vindas para os novos estudantes, o casal é acusado de um estranho acidente que ocorreu no evento. Greice precisa retornar a Fortaleza, sua cidade natal, para renovar a autorização de residência. Escondida em um hotel, enquanto evita que a mãe descubra os problemas em que se envolveu, Greice tenta encontrar um lugar de conforto no mundo.",True
Pornolândia,2025-04-22 00:45:00,15.0,Adults only,Márcia Dailyn fala sobre a sua trajetória até se tornar a primeira bailarina transexual do Theatro Municipal de São Paulo e destaca as dificuldades em ser uma artista no Brasil.,False
A Noite das Taras,2025-04-22 01:00:00,85.0,Drama / 1980,Três marinheiros tiram um dia de folga em São Paulo. Um deles tem que entregar uma carta a uma misteriosa mulher; o outro descobre que está sendo seguido por marginais e o terceiro conhece algumas moças prontas para uma maratona mortal de sexo.,True
502,2025-04-22 02:25:00,15.0,Temporada 1 Episódio 27 - Lino,"Lino fala sobre o processo de exposição que está vivendo, a relação ruim com a irmã por conta de sua orientação sexual e o momento em que se afundou nas drogas após a morte dos pais.",False
Exorcismo Negro,2025-04-22 02:40:00,95.0,Horror / 1974,"O cineasta José Mojica Marins decide passar o fim de semana na casa de campo de seu amigo Álvaro para escrever um roteiro. Após sua chegada, a família do amigo começa a agir de maneira estranha e violenta como se estivesse possuída pelo demônio. Para exorcizar o mal, é necessário realizar um ritual em uma câmara de tortura. Mojica entra em um confronto violento e inusitado com o seu próprio personagem, Zé do Caixão.",True
Sobrepostas - Corpo e Desejo,2025-04-22 04:15:00,15.0,Temporada 2 Episódio 7 - Geni Núñez,"A ativista indígena Geni Núñez fala de como a evangelização afetou a sua vida, destaca a busca por relações potáveis e comenta que alguns desvios foram muito saudáveis para o seu crescimento.",False
Vizinhos,2025-04-22 04:30:00,30.0,Temporada 1 Episódio 9 - Fronteira,O sagrado churrasco em família de Rogério é interrompido por um vizinho folgado e sua música alta.,False
Rota de Fuga,2025-04-22 05:00:00,1500.0,Thriller / 2016,"Manuela denuncia o marido para a Polícia Federal e entra no programa de proteção a testemunhas. Feito isso, ela abandona tudo e tenta fugir pra Europa antes que ele seja solto.",True
Cinejornal,2025-04-23 06:00:00,15.0,Art,"O cinema brasileiro em pauta com as novidades e os bastidores da produção nacional, entrevistas com atores e diretores e a cobertura completa de festivais importantes em todo o país.",False
Esquinas - Pílulas,2025-04-23 06:15:00,15.0,Documentary,Reportagens documentais inspiradas na seção homônima da Revista Piauí. Personagens e eventos peculiares são colhidos pelos quatro cantos do país com uma abordagem inovadora.,False
4 Bilhões de Infinitos,2025-04-23 06:30:00,14.0,Drama / 2020,"Após a morte do pai, uma família vive com a energia de casa cortada. Enquanto a mãe trabalha, seus filhos ficam em casa e conversam sobre ter esperança.",True
Ainda Restarão Robôs nas Ruas do Interior Profundo,2025-04-23 06:44:00,16.0,Drama / 2022,"Na periferia do interior profundo brasileiro, Luquinha tenta recuperar sua égua enquanto convive com o crime e o barulho ensurdecedor de uma cidade conservadora.",True
Guard Dog & Bill Plympton no Brasil,2025-04-23 07:00:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Vinicius,2025-04-23 07:05:00,125.0,Documentary / 2005 / 7.9,"Reconstituição da vida e trajetória artística do músico, poeta e diplomata Vinicius de Moraes, com depoimentos de amigos, familiares e colegas, imagens raras de arquivo, inserções de shows variados e trechos de um pocket show em sua homenagem.",True
Ademã - A Vida e as Notas de Ibrahim Sued,2025-04-23 09:10:00,105.0,Documentary / 2022,"Conheça a trajetória de Ibrahim Sued, jornalista que revolucionou a imprensa brasileira durante os quase 50 anos de carreira, por meio de entrevistas, fotos e filmes do arquivo pessoal de sua filha, Isabel Sued Perrin.",True
Guard Dog & Bill Plympton no Brasil,2025-04-23 10:55:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Cristais de Sangue,2025-04-23 11:00:00,85.0,Drama / 1975,"Rui chega em uma cidadezinha procurando o pai. Antes disso, ele se envolve com uma moça, que tem problemas na família. O padrasto da moça é o chefe de uma quadrilha e não mede esforços para que Rui não encontre seu pai.",True
Guard Dog & Bill Plympton no Brasil,2025-04-23 12:25:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Partido Alto,2025-04-23 12:30:00,30.0,Documentary / 1982,"Com raízes na batucada baiana, o Partido Alto é uma forma de comunhão, reunindo sambistas em qualquer lugar e hora, pelo simples prazer de se divertir.",True
Lô Borges - Toda Essa Água,2025-04-23 13:00:00,90.0,Documentary / 2024,"Lô Borges trabalha em um disco de músicas inéditas enquanto circula pelo Brasil com a turnê que resgata o repertório que compôs em 1972 para o Clube da Esquina. Entre o garoto de 20 anos e o experiente músico que acaba de ultrapassar os 70, ele revela uma trajetória de brilhos, medos, sonhos e o eterno desejo pela estrada e pela aventura da composição.",True
"Raoni, uma Amizade Improvável",2025-04-23 14:30:00,90.0,Documentary / 2023,"Homenagem à luta do cacique Raoni, no Brasil e no mundo, pela preservação dos territórios indígenas, de sua cultura e da Amazônia.",True
Entre a Colônia e as Estrelas,2025-04-23 16:00:00,55.0,Drama / 2022,"Estelar trabalha em um hospital psiquiátrico e tem visões do passado. Entre divergências políticas e identitárias com o irmão, ela nota que é preciso coragem para rever suas posições.",True
Mito e Música - A Mensagem de Fernando Pessoa,2025-04-23 16:55:00,95.0,Documentary / 2018,"O documentário aborda o projeto, que levou 30 anos para ser finalizado, sobre a gravação de 44 músicas criadas para cada poema de Mensagem, um dos livros mais emblemáticos de Fernando Pessoa.",True
Cinejornal,2025-04-23 18:30:00,15.0,Art,"O cinema brasileiro em pauta com as novidades e os bastidores da produção nacional, entrevistas com atores e diretores e a cobertura completa de festivais importantes em todo o país.",False
Esquinas - Pílulas,2025-04-23 18:45:00,15.0,Documentary,Reportagens documentais inspiradas na seção homônima da Revista Piauí. Personagens e eventos peculiares são colhidos pelos quatro cantos do país com uma abordagem inovadora.,False
Favela do Papa,2025-04-23 19:00:00,80.0,Documentary / 2024,"Um capítulo crucial da história do Rio de Janeiro na década de 1970: a resistência dos moradores da Favela do Vidigal contra a ordem de remoção imposta pelo governo. A produção resgata imagens de época e entrevistas que revelam a luta intensa da comunidade, apoiada por diversas entidades e personalidades influentes. Essa resistência se insere em um contexto maior, expondo a política de remoção em grande escala praticada pelos governos estaduais brasileiros na década de 1960.",True
Greice,2025-04-23 20:20:00,110.0,Comedy drama / 2024,"Greice, uma jovem brasileira de 21 anos, estuda na Universidade de Belas Artes de Lisboa. Ela se envolve com o misterioso Afonso. E depois de uma festa de boas-vindas para os novos estudantes, o casal é acusado de um estranho acidente que ocorreu no evento. Greice precisa retornar a Fortaleza, sua cidade natal, para renovar a autorização de residência. Escondida em um hotel, enquanto evita que a mãe descubra os problemas em que se envolveu, Greice tenta encontrar um lugar de conforto no mundo.",True
Amores Possíveis,2025-04-23 22:10:00,95.0,Romantic comedy / 2001,"Carlos e Júlia combinam de ir ao cinema, mas ela acaba não aparecendo. A partir daí, se desenrolam três histórias diferentes sobre os acontecimentos que poderiam vir em seguida, em três versões para um mesmo caso de amor.",True
Guard Dog & Bill Plympton no Brasil,2025-04-23 23:45:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Espelho de Carne,2025-04-23 23:50:00,-1330.0,Drama / 1985 / 5.3,"Para presentear sua esposa Helena, o jovem executivo Álvaro compra em leilão um espelho que pertencia a uma casa de encontros amorosos do início do século 20. Porém, o espelho começa a causar estranho fascínio nas pessoas que se veem refletidas nele, induzindo-as ao amor voraz.",True
Guard Dog & Bill Plympton no Brasil,2025-04-23 01:40:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Amadas e Violentadas,2025-04-23 01:45:00,100.0,Drama / 1976 / 5.3,"Leandro luta para se libertar de um trauma de infância, pois viu o pai cometer suicídio, depois de assassinar a esposa e o amante. Já adulto, ele tenta se curar de um complexo capaz de afastá-lo sexualmente das mulheres.",True
Guard Dog & Bill Plympton no Brasil,2025-04-23 03:25:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Delírios de um Anormal,2025-04-23 03:30:00,85.0,Horror / 1978,"O psiquiatra Dr. Hamilton tem pesadelos recorrentes com o icônico personagem Zé do Caixão tentando raptar sua esposa Tânia. Desorientados, seus colegas médicos decidem buscar ajuda com o cineasta José Mojica Marins, criador do famoso coveiro. Agora, Mojica precisa convencer Hamilton que seu personagem é apenas uma obra de ficção.",True
Guard Dog & Bill Plympton no Brasil,2025-04-23 04:55:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Portugal... Minha Saudade,2025-04-23 05:00:00,1440.0,Comedy / 1974 / 5.5,"Os gêmeos Sabino e Agostinho vivem separados um do outro. Sabino mora com o filho casado no Brasil e leva uma vida muito humilde, vendendo frutas nas ruas de São Paulo. Agostinho mora em Lisboa, Portugal. Por causa dos muitos conflitos com a família de seu filho, Sabino é colocado em um asilo. Um dia, seu irmão Agostinho chega, inesperadamente, de Lisboa e fica abismado com o jeito que tratam seu irmão e o leva para Portugal.",True
Portugal... Minha Saudade,2025-04-24 05:00:00,105.0,Comedy / 1974 / 5.5,"Os gêmeos Sabino e Agostinho vivem separados um do outro. Sabino mora com o filho casado no Brasil e leva uma vida muito humilde, vendendo frutas nas ruas de São Paulo. Agostinho mora em Lisboa, Portugal. Por causa dos muitos conflitos com a família de seu filho, Sabino é colocado em um asilo. Um dia, seu irmão Agostinho chega, inesperadamente, de Lisboa e fica abismado com o jeito que tratam seu irmão e o leva para Portugal.",True
O Grande Mentecapto,2025-04-24 06:45:00,105.0,Comedy / 1989 / 6.7,Geraldo Viramundo é um sujeito simpático com ideias absurdas. Ele decide abandonar sua pequena cidade em Minas Gerais e ganhar o mundo. Seu objetivo é desestabilizar o sistema e seus cúmplices são as prostitutas e os desvalidos.,True
Brasil na Pista - O Filme,2025-04-24 08:30:00,135.0,Documentary / 2020,"As polêmicas e conquistas dos brasileiros na Fórmula 1. Histórias desconhecidas que revelam superação, escândalos, golpes contratuais e situações dramáticas protagonizadas por Emerson Fittipaldi, Nelson Piquet, Ayrton Senna e Rubens Barrichello.",True
Esquinas - Pílulas,2025-04-24 10:45:00,15.0,Documentary,Reportagens documentais inspiradas na seção homônima da Revista Piauí. Personagens e eventos peculiares são colhidos pelos quatro cantos do país com uma abordagem inovadora.,False
Guard Dog & Bill Plympton no Brasil,2025-04-24 11:00:00,10.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Quatro Dias com Eduardo,2025-04-24 11:10:00,80.0,Documentary / 2023,"São Paulo, eleições municipais de 2016. O documentário acompanha o último final de semana de campanha do ex-senador Eduardo Suplicy, então candidato a vereador.",True
Ouro para o Bem do Brasil,2025-04-24 12:30:00,18.0,Documentary / 2020,"Após o golpe militar, o empresário Assis Chateaubriand cria a campanha ""Ouro para o bem do Brasil"", por meio da qual convidava a população brasileira a ajudar a acabar com a dívida externa do país.",True
Egos,2025-04-24 12:48:00,12.0,2023,"Com um ator que não consegue atuar e uma equipe insatisfeita, um diretor de cinema tenta criar uma cena emocionante para seu filme, mas os egos envolvidos apresentam verdadeiros obstáculos.",False
Cinejornal,2025-04-24 13:00:00,15.0,Art,"O cinema brasileiro em pauta com as novidades e os bastidores da produção nacional, entrevistas com atores e diretores e a cobertura completa de festivais importantes em todo o país.",False
Esquinas - Pílulas,2025-04-24 13:15:00,15.0,Documentary,Reportagens documentais inspiradas na seção homônima da Revista Piauí. Personagens e eventos peculiares são colhidos pelos quatro cantos do país com uma abordagem inovadora.,False
O Amuleto de Ogum,2025-04-24 13:30:00,115.0,Drama / 1974 / 7.0,"No sertão, Maria leva seu filho Gabriel a um centro de umbanda, a fim de buscar proteção. O rapaz ganha um amuleto, capaz de gerar grande cobiça.",True
Guard Dog & Bill Plympton no Brasil,2025-04-24 15:25:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Inabitável,2025-04-24 15:30:00,20.0,Drama / 2020 / 4.0,"Marilene procura por sua filha Roberta, uma mulher trans que esta desaparecida. Enquanto corre contra o tempo, ela descobre uma esperança para o futuro.",True
Histórias em Quadrinhos,2025-04-24 15:50:00,10.0,Documentary / 1969,"Primeiro documentário em curta-metragem de Sganzerla. Guiada pelo texto do especialista Álvaro de Moya, a câmera passeia pelos traços de artistas como Will Eisner, Milton Cannif, Alex Raymond, Al Capp etc.",True
Guard Dog & Bill Plympton no Brasil,2025-04-24 16:00:00,10.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Bandeira de Retalhos,2025-04-24 16:10:00,90.0,Drama / 2018 / 5.7,"Em 1977, no Morro do Vidigal, Rio de Janeiro, os moradores da comunidade são surpreendidos pela ordem arbitrária da prefeitura de desapropriar os barracos do local, alegando risco de deslizamento. A real intenção, porém, é outra.",True
Favela do Papa,2025-04-24 17:40:00,80.0,Documentary / 2024,"Um capítulo crucial da história do Rio de Janeiro na década de 1970: a resistência dos moradores da Favela do Vidigal contra a ordem de remoção imposta pelo governo. A produção resgata imagens de época e entrevistas que revelam a luta intensa da comunidade, apoiada por diversas entidades e personalidades influentes. Essa resistência se insere em um contexto maior, expondo a política de remoção em grande escala praticada pelos governos estaduais brasileiros na década de 1960.",True
Maputo Nakuzandza,2025-04-24 19:00:00,75.0,Drama / 2022,"Na capital de Moçambique, jovens saem de uma festa e nos quintais senhoras iniciam o dia. Um homem corre, um turista passeia, um trabalhador apanha o transporte e a rádio Maputo Nakuzandza anuncia o desaparecimento de uma noiva.",True
Livre Pensar - Cinebiografia da Maria da Conceição Tavares,2025-04-24 20:15:00,80.0,Special,"Conceição Tavares é uma das vozes mais contundentes, críticas e originais do pensamento econômico brasileiro. Conheça a sua vida e obra pela lente de José Mariani.",False
Amarelo Manga,2025-04-24 21:35:00,100.0,Drama / 2002,"Na cidade de Recife, pessoas mergulham em um universo feito de armadilhas e vinganças, de desejos irrealizáveis e da busca incessante da felicidade: um açougueiro que mantém uma amante apesar de louvar sua mulher evangélica; a fascinação de um necrófilo pela dona de um bar; e um homossexual que sonha em conquistar o açougueiro.",True
Guard Dog & Bill Plympton no Brasil,2025-04-24 23:15:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Ninguém Sai Vivo Daqui,2025-04-24 23:20:00,-1350.0,Drama / 2024,"Elisa é internada à força pelo pai no hospital psiquiátrico Colônia. Ela se torna prisioneira da clínica por um motivo fútil e é medicada contra a sua vontade. Sedada e vítima da violência enlouquecedora do lugar, Elisa pensa em formas de escapar.",True
Delírios de um Anormal,2025-04-24 00:50:00,85.0,Horror / 1978,"O psiquiatra Dr. Hamilton tem pesadelos recorrentes com o icônico personagem Zé do Caixão tentando raptar sua esposa Tânia. Desorientados, seus colegas médicos decidem buscar ajuda com o cineasta José Mojica Marins, criador do famoso coveiro. Agora, Mojica precisa convencer Hamilton que seu personagem é apenas uma obra de ficção.",True
Guard Dog & Bill Plympton no Brasil,2025-04-24 02:15:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Espelho de Carne,2025-04-24 02:20:00,110.0,Drama / 1985 / 5.3,"Para presentear sua esposa Helena, o jovem executivo Álvaro compra em leilão um espelho que pertencia a uma casa de encontros amorosos do início do século 20. Porém, o espelho começa a causar estranho fascínio nas pessoas que se veem refletidas nele, induzindo-as ao amor voraz.",True
Pornolândia,2025-04-24 04:10:00,15.0,Adults only,Márcia Dailyn fala sobre a sua trajetória até se tornar a primeira bailarina transexual do Theatro Municipal de São Paulo e destaca as dificuldades em ser uma artista no Brasil.,False
A Mulher do Meu Marido,2025-04-24 04:25:00,1535.0,Comedy / 2019,"Depois de alguns anos de casamento com Pedro, Joana descobre que está sendo traída, mas decide fingir que não sabe de nada para continuar a relação de maneira tranquila. Mas depois de descobrir que o caso extraconjugal de Pedro é com Pilar, ela começa a se relacionar com o marido da amante secreta.",True
Cinejornal,2025-04-25 06:00:00,15.0,Art,"O cinema brasileiro em pauta com as novidades e os bastidores da produção nacional, entrevistas com atores e diretores e a cobertura completa de festivais importantes em todo o país.",False
Esquinas - Pílulas,2025-04-25 06:15:00,15.0,Documentary,Reportagens documentais inspiradas na seção homônima da Revista Piauí. Personagens e eventos peculiares são colhidos pelos quatro cantos do país com uma abordagem inovadora.,False
Os Paqueras,2025-04-25 06:30:00,95.0,Comedy / 1969,"Sombra e água fresca dão a tônica do cotidiano de Nonô. Aos 25 anos, o rapaz não leva os estudos a sério e só quer ir à praia e paquerar. Mas, quando menos espera, ele conhece a jovem Margareth, filha de seu parceiro na arte da sedução. A paixão pela moça vira a rotina do rapaz de cabeça para baixo.",True
Guard Dog & Bill Plympton no Brasil,2025-04-25 08:05:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Alceu - Na Embolada do Tempo,2025-04-25 08:10:00,90.0,Special,"Um panorama da carreira do artista Alceu Valença, por meio de performances ao vivo, comentadas pelo próprio e por terceiros, contextualizando sua obra singular na história cultural recente do Brasil.",False
Mutum,2025-04-25 09:40:00,90.0,Drama / 2007 / 7.1,"Na companhia do irmão, Thiago precisa enfrentar as lições de vida, violência e maturidade. Sua infância é lentamente deixada para trás, vivendo na mata escura e assustadora, mas também repleta de cumplicidade e brincadeiras.",True
Filhos de João - O Admirável Mundo Novo Baiano,2025-04-25 11:10:00,75.0,Documentary / 2009 / 7.6,"A trajetória dos Novos Baianos, grupo encabeçado por Pepeu Gomes, Baby do Brasil, Moraes Moreira, Luiz Galvão e Paulinho Boca de Cantor. Nos anos 1970, a banda ganhou um padrinho famoso e influente: João Gilberto.",True
Guard Dog & Bill Plympton no Brasil,2025-04-25 12:25:00,5.0,Children,Um ansioso e neurótico cãozinho se desgarra de seu dono Plympton e parte rumo a pequenas aventuras ao chegar no Brasil.,False
Vãnh Gõ Tõ Laklãnõ,2025-04-25 12:30:00,30.0,Documentary / 2022,"O povo Laklãnõ era um povo arredio, bravo, que vivia no sul do Brasil. Perseguido pelo Estado, por bugreiros e colonizadores, dizimado por doenças e mudanças no seu modo de vida, foi praticamente extinto. O povo ficou restrito a uma reserva no Alto Vale do Itajaí. A arqueóloga Walderes Coctá Priprá mostra a resistência e reconstrói a história do povo, retratando o passado, a retomada da língua, o impacto da construção da Barragem Norte, a presença das igrejas evangélicas e o Marco Temporal.",True
Angeli - The Killer,2025-04-25 13:00:00,15.0,Temporada 2 Episódio 18 - Mucho Amigos,"Angeli revela acreditar nos encontros e que, a partir deles, a amizade profunda pode ser construída.",False
"Raoni, uma Amizade Improvável",2025-04-25 13:15:00,90.0,Documentary / 2023,"Homenagem à luta do cacique Raoni, no Brasil e no mundo, pela preservação dos territórios indígenas, de sua cultura e da Amazônia.",True
